"gencodeID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","coord_mm10","Length","ensemblID","gene_type","EntrezID","t_SoLo","logFC_SoLo","P.Value_SoLo","t_CST","logFC_CST","P.Value_CST","t_Ntsr1","logFC_Ntsr1","P.Value_Ntsr1","bed_mm10"
"ENSMUSG00000021061.15","Sptb",7.00436160445758,9.46087615500337,47.2153086713382,4.6104804770446e-18,1.03606717280146e-13,30.9193395056697,"chr12:76580488-76710547(-)",12147,"ENSMUSG00000021061","protein_coding",20741,13.6809604004389,6.79049381969243,1.1868128466966e-05,18.2225097364435,3.58500053994589,2.30755307278592e-06,-2.17643693747663,-0.453982590931161,0.0920145368345836,"chr12:76580488-76710547"
"ENSMUSG00000002028.12","Kmt2a",4.36800218381136,10.0400517206556,42.5979516569598,2.21836219934686e-17,2.49255176718613e-13,29.8128867603884,"chr9:44803355-44881296(-)",16670,"ENSMUSG00000002028","protein_coding",214162,30.0349188043879,4.29778704240233,1.28756875940617e-07,14.4692551286784,2.32320194869672,8.63147483954113e-06,-2.48066226923497,-0.726763793184046,0.0653202027925866,"chr9:44803355-44881296"
"ENSMUSG00000026131.18","Dst",5.10120252473546,11.3574958242175,38.7662048002112,9.33185045867208e-17,5.24263358768198e-13,28.7071540445933,"chr1:33908225-34308661(+)",41155,"ENSMUSG00000026131","protein_coding",13518,16.4574345830005,4.74963269898637,4.13832180030336e-06,14.3404423960089,2.6505149882359,9.0821875471662e-06,-1.67624036018197,-0.506125110738796,0.16573652388029,"chr1:33908225-34308661"
"ENSMUSG00000021188.14","Trip11",4.68889123009526,8.86028124073845,39.3624446818035,7.39610777455218e-17,5.24263358768198e-13,28.4611552119105,"chr12:101834043-101913267(-)",10150,"ENSMUSG00000021188","protein_coding",109181,84.8815008497375,4.51320185740778,3.05533838261038e-10,5.09721989256917,1.62580236068386,0.00242297396602162,-5.36154432075986,-1.01216884937496,0.00511225143577114,"chr12:101834043-101913267"
"ENSMUSG00000002265.16","Peg3",4.46130975449033,13.1108936283823,35.8126735854257,3.11660253861551e-16,1.40072584495535e-12,27.627448643478,"chr7:6703892-6730431(-)",13324,"ENSMUSG00000002265","protein_coding",18616,12.724451807387,4.41403860217194,1.78951045162153e-05,7.14318602319902,1.58850916733804,0.00043082467075689,0.528800359790505,0.103075169984278,0.623717092073057,"chr7:6703892-6730431"
"ENSMUSG00000020315.18","Sptbn1",5.51857223774497,11.975923382606,34.4319501887002,5.6647026173858e-16,2.08454848075772e-12,27.0123444296111,"chr11:30099395-30268175(-)",17492,"ENSMUSG00000020315","protein_coding",20742,10.5697553784239,5.56990995099067,5.07502062726959e-05,37.9402923879248,3.09474476039351,3.31707982126987e-08,-4.8548739584306,-1.09444477376758,0.00738133293097708,"chr11:30099395-30268175"
"ENSMUSG00000057738.13","Sptan1",5.50558224715651,11.0525365487309,34.0499564425732,6.71065546763089e-16,2.08454848075772e-12,26.8012065077643,"chr2:29965560-30031451(+)",13362,"ENSMUSG00000057738","protein_coding",20740,12.5142714378646,5.22998609717625,1.96613288113271e-05,28.012127716447,3.14637754237449,1.92893420276948e-07,-7.89197652465648,-1.29423508854755,0.00114643058700742,"chr2:29965560-30031451"
"ENSMUSG00000028649.17","Macf1",5.36378879463409,11.3347104327446,33.702156384728,7.84276797941411e-16,2.08454848075772e-12,26.6675756405531,"chr4:123349633-123684360(-)",26689,"ENSMUSG00000028649","protein_coding",11426,12.7282605624865,5.05128811203163,1.78648480628417e-05,14.4935255662136,2.5010603924927,8.54950509664033e-06,-5.18034105047119,-1.63754313078809,0.00581126396558301,"chr4:123349633-123684360"
"ENSMUSG00000032826.17","Ank2",5.18316333356735,11.8489490792419,33.3930317968325,9.02026365417719e-16,2.08454848075772e-12,26.552570508222,"chr3:126921612-127499350(-)",35004,"ENSMUSG00000032826","protein_coding",109676,11.3026185706593,4.73029713907605,3.4879802034533e-05,15.718767604208,2.05823309453396,5.381563224735e-06,-0.0544661961972083,-0.00873625856473307,0.959062089963571,"chr3:126921612-127499350"
"ENSMUSG00000032827.15","Ppp1r9a",4.57341496301269,10.7280028997565,33.3315338925989,9.27620363455732e-16,2.08454848075772e-12,26.4694722360176,"chr6:4902917-5165661(+)",14531,"ENSMUSG00000032827","protein_coding",243725,24.9473301797836,4.37970284644059,3.77216171189593e-07,15.2582339098813,2.76440960300195,6.37752672091402e-06,-1.56923905391005,-0.581101015969096,0.18845418082133,"chr6:4902917-5165661"
"ENSMUSG00000031229.16","Atrx",4.43821345859797,9.21636351370443,31.8206149852074,1.87486137370945e-15,3.83017134454534e-12,25.6506549657687,"chrX:105797615-105929403(-)",21757,"ENSMUSG00000031229","protein_coding",22589,43.9184349042268,4.46646422405073,1.416757354676e-08,21.0182758253482,2.29818383176132,1.01492461236029e-06,2.12666249074087,0.276745235010493,0.0974418684145684,"chrX:105797615-105929403"
"ENSMUSG00000022263.9","Trio",3.87691131848274,8.32989781498102,31.5416492254088,2.14255857945479e-15,3.93296805336295e-12,25.3789009042108,"chr15:27730652-28025848(-)",11494,"ENSMUSG00000022263","protein_coding",223435,26.3035885666329,4.03208597056224,2.77688303969375e-07,10.2578422138624,2.43673858539554,5.99698684304221e-05,-0.242875577669762,-0.0596684540994974,0.81952903242099,"chr15:27730652-28025848"
"ENSMUSG00000078161.8","Erich3",4.4464365121011,8.49350583423098,31.2134733438825,2.51051022232078e-15,4.02972755114232e-12,25.2656343067462,"chr3:154663859-154767790(+)",8963,"ENSMUSG00000078161","protein_coding",209601,16.1126234226984,4.16200329520715,4.6713206938275e-06,4.13211579876929,0.986567743016017,0.00652203745774862,1.59427039488312,0.295312645526214,0.182868206808807,"chr3:154663859-154767790"
"ENSMUSG00000067889.4","Sptbn2",5.79402963590612,8.40549136226119,30.9607702991092,2.83950470745091e-15,4.25395665238912e-12,25.124884748446,"chr19:4711208-4752353(+)",8251,"ENSMUSG00000067889","protein_coding",20743,13.9377226000681,5.25181810666243,1.06785979269374e-05,25.4064143683074,3.10871692648653,3.39481502954392e-07,2.35742357347384,0.45924224723587,0.0749226565970346,"chr19:4711208-4752353"
"ENSMUSG00000003119.14","Cdk12",4.07850004149743,7.21729051510974,31.416863667871,2.27521291801879e-15,3.93296805336295e-12,25.0396027600083,"chr11:98203059-98278504(+)",11730,"ENSMUSG00000003119","protein_coding",69131,39.6946210874248,4.10551332188204,2.55050037368244e-08,7.91138938265532,2.46703944468152,0.000249353009562611,3.52844062475118,0.591821945702948,0.0224688058514913,"chr11:98203059-98278504"
"ENSMUSG00000064339.1","mt-Rnr2",-1.73063754303335,17.2533121560552,-30.4558984176029,3.64225898860104e-15,5.11555274949017e-12,25.022343261926,"chrM:1094-2675(+)",1582,"ENSMUSG00000064339","Mt_rRNA",NA,-22.798921765604,-1.8606804921797,6.3477976322473e-07,-10.47778010268,-3.68248264771475,5.3287424944751e-05,-62.2382886608119,-9.30613562954412,2.23646787592522e-07,"chrM:1094-2675"
"ENSMUSG00000034593.16","Myo5a",3.6972458006906,10.6638782037415,29.7098245627648,5.30127403682601e-15,5.95651150777771e-12,24.7787911047214,"chr9:75071015-75223688(+)",14803,"ENSMUSG00000034593","protein_coding",17918,20.8063906551672,3.22426961668451,1.07588196891538e-06,12.8374860148487,1.28241413944656,1.70229910916859e-05,0.713780277033119,0.104004808232569,0.513105872534537,"chr9:75071015-75223688"
"ENSMUSG00000022000.10","Zc3h13",3.64844344997353,8.27760218827621,30.0359998594808,4.49399015755432e-15,5.94052628356239e-12,24.7002877893323,"chr14:75284373-75344426(+)",6151,"ENSMUSG00000022000","protein_coding",67302,44.5727489277563,3.63482253140715,1.29999476138947e-08,12.1276855228663,1.99086235894733,2.34711032399114e-05,1.44544113287661,0.279651698379252,0.218726697008261,"chr14:75284373-75344426"
"ENSMUSG00000049550.17","Clip1",4.16155952688628,8.38528352040159,29.711788106711,5.29597664112687e-15,5.95651150777771e-12,24.5666474893413,"chr5:123577795-123684618(-)",12388,"ENSMUSG00000049550","protein_coding",56430,35.72869912836,3.86797747412052,4.70152859611795e-08,15.286414747482,2.71776593425054,6.3107198113052e-06,-1.75827822736846,-0.385346830920773,0.150251616428919,"chr5:123577795-123684618"
"ENSMUSG00000022565.15","Plec",5.23268601601453,7.93019617151862,29.7099946783809,5.30081486320964e-15,5.95651150777771e-12,24.471797724795,"chr15:76170974-76232574(-)",18113,"ENSMUSG00000022565","protein_coding",18810,18.3000922432507,4.72202340056099,2.2517656659518e-06,14.338934119816,2.72987931707632,9.08762543245716e-06,0.215215853769117,0.0477818839742424,0.83966971766275,"chr15:76170974-76232574"
"ENSMUSG00000041720.12","Pi4ka",3.2561696546213,8.83956537805689,28.4953198251411,9.96330672558155e-15,1.06616870827271e-11,24.0413248930151,"chr16:17280351-17406314(-)",11257,"ENSMUSG00000041720","protein_coding",224020,23.0855865212468,2.89625629362328,5.90584849411401e-07,3.31418479580203,1.20213673237408,0.0168156058383315,3.61806911695813,0.480032446821938,0.0206772818485505,"chr16:17280351-17406314"
"ENSMUSG00000022141.6","Nipbl",4.16371695241124,7.93375944084619,27.8953434692019,1.37392257120879e-14,1.40339945546381e-11,23.6165120842283,"chr15:8291225-8444463(-)",8815,"ENSMUSG00000022141","protein_coding",71175,40.2272922837557,4.21555257865032,2.36034357238564e-08,11.8745807028705,2.07936607731682,2.64319531128171e-05,-2.66703323242953,-0.57238362378416,0.0533249290181074,"chr15:8291225-8444463"
"ENSMUSG00000036617.16","Etl4",4.86546335282586,8.09653962832163,27.4497237848839,1.75186787910225e-14,1.71165108605155e-11,23.4147381929439,"chr2:19909780-20810713(+)",16067,"ENSMUSG00000036617","protein_coding",208618,15.3343094501829,5.16559754857553,6.19864804450008e-06,32.9474131993683,3.72184101239596,7.52713843407198e-08,10.9889368176825,1.40625159887931,0.000302359989046665,"chr2:19909780-20810713"
"ENSMUSG00000037736.18","Limch1",4.93676230296872,7.89114864147527,27.0562969231395,2.17800501655469e-14,1.95776514928068e-11,23.1809725665946,"chr5:66745827-67057158(+)",10263,"ENSMUSG00000037736","protein_coding",77569,21.065418245518,4.52266651768855,1.00182276179483e-06,17.1978713290772,2.62146294585119,3.21640011393527e-06,-4.36434632041823,-1.08951202358855,0.0108376734791287,"chr5:66745827-67057158"
"ENSMUSG00000015597.16","Zfp318",3.86863214222979,7.42890221721515,26.8889907246825,2.39150365952759e-14,2.06699500911169e-11,23.0194156601413,"chr17:46383731-46420920(+)",8594,"ENSMUSG00000015597","protein_coding",57908,21.8132138539337,3.70659170018948,8.19252303586977e-07,6.126956531399,1.21329689305845,0.000961240913423118,0.342112618444705,0.0597131471711895,0.748738615423391,"chr17:46383731-46420920"
"ENSMUSG00000028456.18","Unc13b",5.24068869052116,6.61728888381099,27.1056404265318,2.11898187204699e-14,1.95776514928068e-11,22.891577796884,"chr4:43058953-43264871(+)",22746,"ENSMUSG00000028456","protein_coding",22249,15.7993682559532,4.62630480267351,5.22621565421297e-06,11.0558655938927,2.15241814225172,3.94746602311927e-05,2.36615592445374,0.573716659139043,0.0741924190920416,"chr4:43058953-43264871"
"ENSMUSG00000005417.17","Mprip",4.56836217011379,9.56305246219166,25.7966788464452,4.46620099355623e-14,3.64480478877333e-11,22.6541845704853,"chr11:59661305-59780860(+)",13327,"ENSMUSG00000005417","protein_coding",26936,10.4883423542809,4.6265851886083,5.29864186887225e-05,22.3271752239374,2.98800570423177,7.16282477056111e-07,-0.204236521490236,-0.0310327718067214,0.847706261116637,"chr11:59661305-59780860"
"ENSMUSG00000043384.15","Gprasp1",3.70072783133228,11.3259363801766,25.7080441200469,4.70360176550493e-14,3.64480478877333e-11,22.6184035290409,"chrX:135742733-135803474(+)",8119,"ENSMUSG00000043384","protein_coding",67298,16.0740045793448,3.49640377131397,4.73587176791854e-06,4.0131771198391,0.769837446413646,0.00743745864192696,-1.26288909949479,-0.221239849675527,0.272325891881709,"chrX:135742733-135803474"
"ENSMUSG00000040761.16","Spen",3.32561441475759,8.0424347344464,25.7373364512333,4.62369321581273e-14,3.64480478877333e-11,22.5062547416785,"chr4:141467890-141538597(-)",14089,"ENSMUSG00000040761","protein_coding",56381,18.5799746637944,3.06775228004037,2.06372021259983e-06,4.8793776299009,1.12684148049725,0.00299590473094586,2.86254734155007,0.778280823739601,0.0433625470456869,"chr4:141467890-141538597"
"ENSMUSG00000031626.17","Sorbs2",3.28870187084921,7.27784375600033,25.2840979548961,6.04017428453321e-14,4.52449321740101e-11,22.1471746542433,"chr8:45507788-45827906(+)",27851,"ENSMUSG00000031626","protein_coding",234214,37.4803788973097,3.05508929741888,3.56030362869797e-08,15.2899732553023,1.88832390230719,6.30234208323442e-06,-3.16350179037495,-0.65221748471201,0.0319297084086639,"chr8:45507788-45827906"
"ENSMUSG00000064337.1","mt-Rnr1",-2.13856931753626,15.7349401105795,-24.5150333554695,9.60746598395308e-14,6.96448308359334e-11,21.6861299818558,"chrM:70-1024(+)",955,"ENSMUSG00000064337","Mt_rRNA",NA,-17.2636078021298,-1.66638226482932,3.14659783094326e-06,-13.9222636020163,-4.41019549612776,1.07467963500249e-05,-53.9311829831107,-10.6261783805777,4.0741611581388e-07,"chrM:70-1024"
"ENSMUSG00000052917.14","Senp7",3.70531993661249,7.46475376153992,24.3057550911244,1.09270076131262e-13,7.44096106309612e-11,21.6284511694582,"chr16:56048338-56190012(+)",13853,"ENSMUSG00000052917","protein_coding",66315,25.5787340330027,4.02317420073823,3.26432603935146e-07,7.98584753241522,1.98339483948901,0.000237052627414813,2.28344128539765,0.387148721076227,0.0814417905635825,"chr16:56048338-56190012"
"ENSMUSG00000025278.8","Flnb",3.47167313608991,6.57565160136513,24.3770586450583,1.04569911552178e-13,7.34342203875169e-11,21.5111982805588,"chr14:7817957-7951588(+)",9100,"ENSMUSG00000025278","protein_coding",286940,25.9069514094673,3.58211849493407,3.03214995889537e-07,4.9914061299502,1.25593362277878,0.00268401297740744,-2.37328033831091,-1.32060749473436,0.0736025425101207,"chr14:7817957-7951588"
"ENSMUSG00000063146.11","Clip2",4.22945807820759,6.89826747362173,24.0960197295661,1.24444979999036e-13,8.22508114864216e-11,21.4122898021186,"chr5:134489383-134552434(-)",5187,"ENSMUSG00000063146","protein_coding",269713,22.3701163124299,3.57419956740518,7.08325347697263e-07,12.0348194710437,2.41997275857788,2.45101934015184e-05,2.83445457327611,0.727750927531411,0.0446531980741975,"chr5:134489383-134552434"
"ENSMUSG00000034799.16","Unc13a",3.28424494679693,8.07218513508933,23.2927649290054,2.06863437826e-13,1.29128754856274e-10,21.0870328063704,"chr8:71624417-71671757(-)",12623,"ENSMUSG00000034799","protein_coding",382018,17.3188908517028,3.7446306144421,3.0894401645386e-06,4.99537480472504,2.25276025719659,0.00267366207607132,2.91670569727165,0.59396892636928,0.0409937506764449,"chr8:71624417-71671757"
"ENSMUSG00000041297.7","Cdk13",3.26986961189713,7.26745325254732,23.2209892767832,2.16648349464865e-13,1.31581667815526e-10,20.9608475374688,"chr13:17715962-17805097(-)",7081,"ENSMUSG00000041297","protein_coding",69562,34.3654713988237,3.19249425114787,5.89317520485631e-08,7.50970312910927,1.6561439622085,0.000329955896091506,3.16112750756625,0.586038006077388,0.0320050371269738,"chr13:17715962-17805097"
"ENSMUSG00000046743.6","Fat4",4.2111700102849,6.8936260584615,23.3072904536903,2.04941020125692e-13,1.29128754856274e-10,20.9551339417466,"chr3:38886940-39011985(+)",17165,"ENSMUSG00000046743","protein_coding",329628,15.838341912661,4.51950805310586,5.15314137739159e-06,2.0072625658277,0.954962168819532,0.0928779557505337,-3.09155225626435,-0.763041284918691,0.0343071592706477,"chr3:38886940-39011985"
"ENSMUSG00000030016.14","Zfp638",3.41994965444411,8.03396689302034,22.9600938490074,2.56573526670586e-13,1.5172948135109e-10,20.8763092783669,"chr6:83867109-83989550(+)",15810,"ENSMUSG00000030016","protein_coding",18139,33.0620689357062,3.45346144691792,7.37617631790344e-08,1.14113359124309,0.402068344907074,0.298502156363091,-1.97015877890837,-0.305908173380837,0.116918276488702,"chr6:83867109-83989550"
"ENSMUSG00000020900.15","Myh10",3.48749155031399,9.13099126304992,22.4662236638687,3.55183343201071e-13,1.9467512410767e-10,20.6049424745319,"chr11:68691559-68816632(+)",10458,"ENSMUSG00000020900","protein_coding",77579,19.8001820922519,3.04370963444517,1.43141499764166e-06,6.46522152851204,1.32956476388325,0.000727838642908998,0.333390015691895,0.0623952370925267,0.754857008576219,"chr11:68691559-68816632"
"ENSMUSG00000096054.2","Syne1",3.20490768855225,8.49078361619969,22.4696468063797,3.54375390353933e-13,1.9467512410767e-10,20.5887350413677,"chr10:5020203-5550692(-)",11801,"ENSMUSG00000096054","protein_coding",64009,30.3094989181286,2.73179816465574,1.22138336500352e-07,-1.76678609421039,-0.404290383455852,0.129121055407516,-1.55352535562916,-0.218556231876779,0.19204935880056,"chr10:5020203-5550692"
"ENSMUSG00000031540.13","Kat6a",3.26852266166269,7.89088085393384,22.0869287812937,4.58069670977845e-13,2.45089086814622e-10,20.3085970625021,"chr8:22859535-22943259(+)",9180,"ENSMUSG00000031540","protein_coding",244349,16.9418599223389,3.17963609460032,3.50486769260257e-06,8.26172892030362,1.3067605908729,0.000197216507948246,3.00812838186122,0.480931862505215,0.0373258647577392,"chr8:22859535-22943259"
"ENSMUSG00000027882.18","Stxbp3",4.28248437488578,5.28478184278144,22.8520790889982,2.75331277810971e-13,1.58647294229952e-10,20.2275012202857,"chr3:108793176-108840526(-)",5340,"ENSMUSG00000027882","protein_coding",20912,40.1925454159881,4.18190737264,2.37222966734848e-08,6.73811985068474,2.06149560807482,0.000586347682447959,-4.03610970281381,-1.16772359154688,0.0142594668535516,"chr3:108793176-108840526"
"ENSMUSG00000069601.13","Ank3",3.3444474484023,10.5455947477622,21.242618150336,8.19248543050436e-13,4.26292613649284e-10,19.7505337985459,"chr10:69533772-70027438(+)",33152,"ENSMUSG00000069601","protein_coding",11735,11.0918193086244,3.1323902575694,3.8761483799488e-05,7.79473822110644,1.19715518534213,0.000270141178509839,2.15963425525587,0.444088463766752,0.0938085657101722,"chr10:69533772-70027438"
"ENSMUSG00000024073.14","Birc6",2.3901952603227,8.25599471710034,21.1423810998768,8.79051480889759e-13,4.38978775078993e-10,19.6917413365434,"chr17:74528295-74703356(+)",28830,"ENSMUSG00000024073","protein_coding",12211,48.5478212094937,2.27583497247308,7.90882571003026e-09,3.05126294630552,0.696119391776771,0.0233028594778973,-3.20595253357193,-0.535985696888508,0.0306171496756843,"chr17:74528295-74703356"
"ENSMUSG00000027422.15","Rrbp1",2.82186098888273,7.25973015173678,21.2160302440373,8.34677598814904e-13,4.26292613649284e-10,19.6851483084673,"chr2:143947395-144011263(-)",8786,"ENSMUSG00000027422","protein_coding",81910,37.0166187929797,2.91689251374031,3.82738571591351e-08,5.91284717480286,1.76813068775324,0.00115338289961682,-1.71368714687804,-0.507921547916944,0.158471362258599,"chr2:143947395-144011263"
"ENSMUSG00000034675.17","Dbn1",4.65414684959321,6.3014032957592,20.704003969676,1.20074726120966e-12,5.86591140302248e-10,19.2149601577415,"chr13:55473429-55488111(-)",4514,"ENSMUSG00000034675","protein_coding",56320,33.0310491301922,3.92331222669119,7.41647256729304e-08,7.77053898748515,1.88904581770476,0.000274701103289437,1.27192370698676,0.291486797521994,0.269398748342939,"chr13:55473429-55488111"
"ENSMUSG00000021097.14","Clmn",3.11229201077362,8.04724566083343,20.3110125802805,1.59648775628445e-12,7.63324954451579e-10,19.1008471058446,"chr12:104763114-104865076(-)",11962,"ENSMUSG00000021097","protein_coding",94040,18.0171955097272,3.02479783219711,2.46251486222091e-06,4.19717001088428,1.09692619580422,0.00607540126799204,-3.67839310667102,-0.959118550382698,0.0195662335428002,"chr12:104763114-104865076"
"ENSMUSG00000061751.15","Kalrn",3.10464006509866,7.08660867096035,20.2788782420936,1.6344816867256e-12,7.65209843002037e-10,19.0270939952358,"chr16:33974258-34573532(-)",18660,"ENSMUSG00000061751","protein_coding",545156,25.9888892749029,3.10600486199292,2.97723902776649e-07,4.54859162446557,1.1521418383527,0.00418624499128637,38.9071721332777,4.23916924349386,1.59713679988319e-06,"chr16:33974258-34573532"
"ENSMUSG00000055817.17","Mta3",2.83604600213726,7.95603337337209,20.1126325723873,1.84699730767178e-12,8.4705558159184e-10,18.955226625451,"chr17:83706163-83821516(+)",5319,"ENSMUSG00000055817","protein_coding",116871,29.3392713901442,3.05697713960482,1.47494021652147e-07,2.31441420854341,0.518020457099256,0.0611463397464037,3.90411756774286,0.685961693442536,0.015990368581787,"chr17:83706163-83821516"
"ENSMUSG00000051586.16","Mical3",3.06029322696845,7.23698617316652,19.9492479178087,2.08467547778286e-12,9.18565241896793e-10,18.8031898627655,"chr6:120931707-121130999(-)",22950,"ENSMUSG00000051586","protein_coding",194401,24.0367141102926,2.63346359364007,4.67698405176272e-07,5.1135061564134,1.01034176555949,0.00238542337020169,-1.56961633459147,-0.49972419876322,0.188368708461006,"chr6:120931707-121130999"
